eventType,homeTeam,visitingTeamOrDescription,startTime,endTime,googleEventId
Game,VCB Mounties 15U AAA,Comba,06/23/2024 10:00:00,06/23/2024 12:00:00,cc80k2fskpqena455n5b1bhe2s
Game,VCB Mounties 15U AAA,Comba,06/23/2024 12:30:00,06/23/2024 14:30:00,mvceqb56p8a1cfpql4c63hciek
Practice,VCB 15U A Girls - Royals,Practice,06/24/2024 16:30:00,06/24/2024 18:30:00,37o17864ks2l1t2t3moj74he24
Practice,VCB 15U A - Tigers,Tigers Practice,06/24/2024 18:15:00,06/24/2024 20:15:00,5a1j78qboh0mptd2sdcqlkme58
Game,VCB Expos 15U AA - Blue,Tsawwassen,06/26/2024 18:00:00,06/26/2024 20:30:00,830vscb7apn42mhir0hi45vk4c
Practice,VCB Mounties 15U AAA,Practice,06/27/2024 16:15:00,06/27/2024 18:45:00,jq6nk3busqlirckkpu9n62tv3k
Practice,VCB Mounties 15U AA - Red,Practice,06/27/2024 18:45:00,06/27/2024 20:30:00,nqgg601eo8rnt8q9j46mnsdoqc
Game,VCB Mounties 15U AAA,Cloverdale,07/02/2024 18:00:00,07/02/2024 20:00:00,tlnameivu682us40h6gfrgi5v0
Game,VCB Mounties 15U AA - Red,Richmond,07/03/2024 18:00:00,07/03/2024 20:30:00,23indaq0ocavhl5ctbvnmpv5q4
Practice,VCB Mounties 15U AAA,Practice,07/04/2024 16:15:00,07/04/2024 18:45:00,8l4bn3pg69ooaq1cnh1mich1u8
Practice,VCB Mounties 15U AA - Red,Practice,07/04/2024 18:45:00,07/04/2024 20:30:00,l0rpqioun5gr16jllaefsoe3rk
Game,VCB Expos 15U AA - Blue,Vic-Triangle,07/06/2024 12:00:00,07/06/2024 14:30:00,2le3gmpvd6ut3bk3qdcnus5sd0
Game,VCB Expos 15U AA - Blue,Vic-Triangle,07/06/2024 14:30:00,07/06/2024 17:00:00,6kdh3h0vu2ppsjstugk2527i1g
Game,VCB Mounties 15U AA - Red,Vic-Carnarvon,07/07/2024 10:00:00,07/07/2024 12:30:00,90fnqo73s8dbi7fo312sip1mik
Game,VCB Mounties 15U AA - Red,Vic-Carnarvon,07/07/2024 12:30:00,07/07/2024 15:00:00,3g69oi1ca0gqm087p3dj3vqpkc
Practice,VCB Mounties 15U AAA,Practice,07/09/2024 18:45:00,07/09/2024 21:15:00,btk239hdo4m87aen2jo8n9pr5c
Game,VCB Mounties 15U AA - Red,Van Comm Blue,07/10/2024 18:00:00,07/10/2024 20:30:00,rt1ueq8o3b8mfhqbpjb2bb6i98
Game,VCB Expos 15U AA - Blue,Van Comm Redlegs,07/10/2024 18:00:00,07/10/2024 20:30:00,h780u4je2192vcl1tau53497u4
Practice,VCB Mounties 15U AAA,Practice,07/11/2024 16:15:00,07/11/2024 18:45:00,l6ss1t076jh758b3ejedfjadbo
Practice,VCB Mounties 15U AA - Red,Practice,07/11/2024 18:45:00,07/11/2024 20:30:00,r89a8168g3nqep9bdj6ogncah0
Game,VCB Expos 15U AA - Blue,Burnaby,07/13/2024 12:00:00,07/13/2024 14:30:00,ilk5s26gne928b51g54ln089fk
Game,VCB Expos 15U AA - Blue,Burnaby,07/13/2024 14:30:00,07/13/2024 17:00:00,hr090gt5f46ntbnolnc99vsmrk
Game,VCB Mounties 15U AAA,Chilliwack,07/14/2024 15:00:00,07/14/2024 17:00:00,n21i7vn5gisae4rpo3ha23lq1k
Game,VCB Mounties 15U AAA,Chilliwack,07/14/2024 17:30:00,07/14/2024 19:30:00,54h0adpbgr6g331eircifn8tg4
Practice,VCB Mounties 15U AAA,Practice,07/16/2024 18:45:00,07/16/2024 21:15:00,hpec6mdqiufd332qgpsh0sc3fc
Practice,VCB Mounties 15U AAA,Practice,07/18/2024 16:15:00,07/18/2024 18:45:00,tre5dg2dr4stamjab18n9k4png
Practice,VCB Mounties 15U AA - Red,Practice,07/18/2024 18:45:00,07/18/2024 20:30:00,rli7cl93v63db98d495h134424
Practice,VCB Mounties 15U AAA,Practice,07/23/2024 18:45:00,07/23/2024 21:15:00,e0c1d84ogqat6973gs1196310s
Practice,VCB Mounties 15U AAA,Practice,07/25/2024 16:15:00,07/25/2024 18:45:00,equ4scm8pckj1abcb1qvd3dcmc
Practice,VCB Mounties 15U AA - Red,Practice,07/25/2024 18:45:00,07/25/2024 20:30:00,sq53ohk5kmtkr6e1b1j3lnrphs
Practice,VCB Mounties 15U AAA,Practice,07/30/2024 18:45:00,07/30/2024 21:15:00,ji6ghjh3kln4lkbe4qi15rbdn8
